NAME	prize	source	magnitude	terminal	type	degree	betweenness	louvain_clusters	location	general_process	specific_process.x	general_function	specific_function	robustness	specificity	ast_FC	ex_FC	in_FC	mic_FC	oli_FC	opc_FC	data_source	greedy_clusters	label_prop_cluster	tau_aggregation_FC	dpr_FC	lysosome_FC	ROS_oxidation_FC	essentiality_CRISPRa_FC	essentiality_CRISPRi_FC	drug_target	HD_locus	HD_functional	barplot	tau_modifier	specific_process	general_datatype
PEX13	0		NA	FALSE	protein	14	6.26142469477674e-06	0	peroxisome	cellular process	cellular component organization	binding	protein binding	0.83	0.17	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	3.234000876	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Class I peroxisomal membrane protein import	steiner node
PEX19	0.95	tau fly genetic screen	0	TRUE	protein	113	0.000336444735850562	0	peroxisome	cellular process	cellular component organization	binding	protein binding	1	0.35	NA	NA	NA	NA	NA	NA	tau fly genetic screen	1	24	0	0	3.229969449	0	0	-2.183347294	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Class I peroxisomal membrane protein import	drosophila genetics
PGD	0.0923786712673432	human proteomics	0.0930677789563289	TRUE	protein	104	0.000175579316138534	11	extracellular	metabolic process	primary metabolic process	catalytic	oxidoreductase	0	0.07	NA	NA	NA	NA	NA	NA	human proteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Pentose phosphate pathway	human proteomics
PGLS	0.0336606462972927	human proteomics	0.144561378740287	TRUE	protein	54	0.000107287875762386	11	extracellular	metabolic process	primary metabolic process	catalytic	hydrolase	0	0.04	NA	NA	-0.39718446020931	NA	NA	NA	human proteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Pentose phosphate pathway	human proteomics
PGLYRP1	0.170504074821353	drosophila tau proteomics	1.45788282675858	TRUE	protein	4	1.37653568643841e-06	9	vesicle	response to stimulus	response to external stimulus	binding	carbohydrate derivative binding	1	0.03	NA	-0.585818998424875	NA	NA	NA	NA	drosophila tau proteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Antimicrobial peptides	drosophila proteomics
PGLYRP3	0.170504074821353	drosophila tau proteomics	1.45788282675858	TRUE	protein	8	3.08000849123206e-05	11	protein complex	multi-organism process	response to other organism	binding	carbohydrate derivative binding	1	0.08	NA	NA	NA	NA	NA	NA	drosophila tau proteomics	3	8	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Antimicrobial peptides	drosophila proteomics
PGLYRP4	0.170504074821353	drosophila tau proteomics	1.45788282675858	TRUE	protein	2	0	11	protein complex	response to stimulus	response to external stimulus	binding	carbohydrate derivative binding	0.94	0.01	NA	NA	NA	NA	NA	NA	drosophila tau proteomics	3	8	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Antimicrobial peptides	drosophila proteomics
PHGDH	0.95	tau fly genetic screen	0	TRUE	protein	165	0.00023992410235576	9	extracellular	cellular process	cellular developmental process	catalytic	oxidoreductase	1	0.02	NA	NA	NA	NA	0.27938885708953	NA	tau fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Serine biosynthesis	drosophila genetics
PHLPP1	0		NA	FALSE	protein	47	1.11374081761115e-05	8	nucleus	biological regulation	nonspecific function	binding	protein binding	0.68	0.07	NA	NA	NA	NA	NA	NA	steiner node	4	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Negative regulation of the PI3K/AKT network	steiner node
PI16	0		NA	FALSE	protein	5	9.10108154695937e-08	7	extracellular	biological regulation	nonspecific function	molecular function regulator	enzyme regulator	0.44	0.01	NA	NA	NA	NA	-0.581906956585115	NA	steiner node	3	24	0	0	0	0	0	-5.110019809	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
PIANP	0		NA	FALSE	protein	10	4.64185976741443e-06	2	plasma_membrane	biological regulation	nonspecific function			0.62	0.02	NA	NA	NA	NA	NA	NA	steiner node	7	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	steiner node
PICALM	0.85	GWAS locus	0	TRUE	protein	56	2.35825624872074e-05	0	vesicle	biological regulation	nonspecific function	binding	protein binding	1	0.04	NA	NA	NA	NA	NA	NA	GWAS locus	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Cargo recognition for clathrin-mediated endocytosis	human GWAS
PICK1	0		NA	FALSE	protein	394	0.00161046513115067	10	plasma_membrane	cellular process	cellular component organization	binding	protein binding	0.57	0.1	NA	NA	NA	NA	0.363313318972237	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Trafficking of AMPA receptors	steiner node
PIGN	0.95	tau fly genetic screen	0	TRUE	protein	913	0.000714815011553185	5	ER	metabolic process	nitrogen compound metabolic process	catalytic	transferase	1	0.04	NA	NA	NA	NA	NA	NA	tau fly genetic screen	5	25	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Post-translational modification: synthesis of GPI-anchored proteins	drosophila genetics
PILRA	0.136840072589053	eGene	0.0519	TRUE	protein	15	8.65661327571123e-06	2	extracellular	biological regulation	nonspecific function	binding	protein binding	0.99	0.1	NA	NA	NA	NA	NA	NA	accessible GWAS locus	7	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	human GWAS
PILRB	0.196703180963623	eGene	0.0881	TRUE	protein	6	3.05839528260984e-07	7	plasma_membrane	biological regulation	nonspecific function	binding	protein binding	0.79	0.01	-0.319236844569035	NA	-0.353717587244748	NA	-0.35719891182521	NA	eGene	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	eGene
PIP	0.85	GWAS locus	0	TRUE	protein	28	1.61873947213919e-05	9	extracellular	biological regulation	nonspecific function	binding	protein binding	1	0.04	NA	NA	NA	NA	NA	NA	GWAS locus	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Miscellaneous transport and binding events	human GWAS
PITPNM2	0.95	fly genetic screen	0	TRUE	protein	1458	2.19753671590011e-05	4	cytoplasm	cellular process	cell communication	binding	ion binding	1	0.07	NA	NA	NA	NA	NA	NA	fly genetic screen	1	24	0	0	0	-2.136531861	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Glycerophospholipid biosynthesis	drosophila genetics
PITX2	0		NA	FALSE	protein	57	2.35972224605537e-05	9	nucleus	developmental process	anatomical structure development	binding	protein binding	0.71	0.13	NA	NA	NA	NA	NA	NA	steiner node	12	24	0	0	0	0	-3.219578925	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	TFAP2 (AP-2) family regulates transcription of other transcription factors	steiner node
PJA1	0.0971510200911012	abeta drosophila phosphoproteomics	-1.35500018653697	TRUE	protein	79	6.71334837992972e-05	0	cytoplasm	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.3	0.15	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	nitrogen compound metabolic process	drosophila phoshoproteomics
PJA2	0.0971510200911012	abeta drosophila phosphoproteomics	-1.35500018653697	TRUE	protein	38	6.20546349078691e-06	6	plasma_membrane	cellular process	cell communication	binding	protein binding	0.64	0.02	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cell communication	drosophila phoshoproteomics
PKD2	0		NA	FALSE	protein	42	0.000110582055788425	4	cytoskeleton	developmental process	anatomical structure development	binding	protein binding	0.72	0.05	NA	NA	-0.252755218322333	NA	NA	NA	steiner node	1	24	0	0	0	0	0	-1.731197698	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	VxPx cargo-targeting to cilium	steiner node
PLAT	0		NA	FALSE	protein	46	5.21357146071674e-05	2	extracellular	metabolic process	nitrogen compound metabolic process	binding	protein binding	1	0.06	NA	NA	NA	NA	NA	NA	steiner node	2	24	0	0	0	-2.237863717	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Dissolution of Fibrin Clot	steiner node
PLCB1	0.220824044198895	human proteomics	-0.10170810596184	TRUE	protein	2087	0.000632641244403072	3	nucleus	biological regulation	nonspecific function	binding	protein binding	0	0.07	NA	NA	NA	NA	NA	NA	human proteomics	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	G alpha (q) signalling events	human proteomics
PLCD1	0.0573054864756433	human proteomics	0.174661768148387	TRUE	protein	1691	7.37299480386812e-05	7	extracellular	metabolic process	organic substance metabolic process	binding	protein binding	0	0.02	NA	NA	NA	NA	NA	NA	human proteomics	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Synthesis of IP3 and IP4 in the cytosol	human proteomics
PLCG2	0.85	GWAS locus	0	TRUE	protein	1859	0.000421303380579811	7	extracellular	cellular process	cell communication	catalytic	hydrolase	1	0.05	NA	NA	NA	NA	NA	NA	GWAS locus	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Fcgamma receptor (FCGR) dependent phagocytosis	human GWAS
PLD3	0.85	GWAS locus	0	TRUE	protein	2277	0.00166630958922302	7	extracellular	metabolic process	catabolic process	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	GWAS locus	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Fcgamma receptor (FCGR) dependent phagocytosis	human GWAS
PLEC	0.365880104298263	human proteomics	0.14848715869748	TRUE	protein	199	0.000419133695141365	9	plasma_membrane	cellular process	cellular component organization	binding	protein binding	1	0.01	0.595471878822331	0.293418416917965	NA	NA	NA	NA	human proteomics	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Apoptosis	human proteomics
PLIN1	0.00743931229108572	abeta drosophila phosphoproteomics	-1.59320502604503	TRUE	protein	56	8.90133822506335e-06	10	ER	metabolic process	primary metabolic process	binding	lipid binding	0.01	0.01	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Triglyceride catabolism	drosophila phoshoproteomics
PLIN2	0.00743931229108572	abeta drosophila phosphoproteomics	-1.59320502604503	TRUE	protein	31	5.35594166562067e-06	12	cytoplasm	biological regulation	nonspecific function			0	0.01	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	PPARA activates gene expression	drosophila phoshoproteomics
PLIN3	0.00743931229108572	abeta drosophila phosphoproteomics	-1.59320502604503	TRUE	protein	99	0.000132226764379008	8	vesicle	localization	establishment of localization	binding	protein binding	0	0.08	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Autophagy	drosophila phoshoproteomics
PLXNA1	0.199711935001051	human proteomics	-0.175234931108651	TRUE	protein	54	8.89672166117037e-05	7	extracellular	biological regulation	nonspecific function	molecular transducer	signaling receptor	0.97	0.06	NA	0.488268614139676	NA	NA	NA	NA	human proteomics	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Semaphorin interactions	human proteomics
PLXNA4	0.159846378377517	human proteomics	-0.132945638349856	TRUE	protein	38	8.84098952979562e-06	9	protein complex	multicellular organismal process	multicellular organism development	molecular transducer	signaling receptor	0.03	0.02	NA	NA	NA	NA	NA	NA	human proteomics	1	24	0	0	0	0	-4.913175382	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	CRMPs in Sema3A signaling	human proteomics
POR	0.95	tau fly genetic screen	0	TRUE	protein	32	0.000119296772262295	11	ER	metabolic process	cellular metabolic process	catalytic	oxidoreductase	1	0.04	NA	NA	NA	NA	NA	NA	tau fly genetic screen	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Biological oxidations	drosophila genetics
POSTN	0.95	tau fly genetic screen	0	TRUE	protein	6	1.69426547423246e-07	1	extracellular	response to stimulus	response to chemical	binding	protein binding	1	0.09	NA	NA	NA	NA	NA	NA	tau fly genetic screen	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	no characterized pathway	drosophila genetics
POTEI	0		NA	FALSE	protein	33	0.000153016748807904	9	extracellular	multicellular organismal process	multicellular organismal homeostasis			0.41	0.15	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	multicellular organismal homeostasis	steiner node
PPAP2C	0.95	tau fly genetic screen	0	TRUE	protein	1320	9.4225366219131e-05	5						1	0.06	NA	NA	NA	NA	NA	NA	tau fly genetic screen	1	25	0	0	0	0	-2.256394796	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	no characterized pathway	drosophila genetics
PPCDC	0		NA	FALSE	protein	21	2.0013795192998e-05	1	cytoplasm	metabolic process	biosynthetic process	catalytic	lyase	0.85	0.1	NA	NA	NA	NA	NA	NA	steiner node	6	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Coenzyme A biosynthesis	steiner node
PPIL1	0.95	tau fly genetic screen	0	TRUE	protein	39	2.50498197431304e-05	2	nucleus	cellular process	protein folding	binding	protein binding	1	0.06	NA	NA	NA	NA	NA	NA	tau fly genetic screen	6	24	0	0	0	0	0	-15.14909146	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	mRNA Splicing	drosophila genetics
PPM1F	0.95	tau fly genetic screen	0	TRUE	protein	38	1.86529737870426e-05	7	cytoplasm	biological regulation	nonspecific function	catalytic	hydrolase	1	0.08	NA	NA	NA	NA	NA	NA	tau fly genetic screen	1	24	0	0	0	0	2.422429968	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Negative regulation of NMDA receptor-mediated neuronal transmission	drosophila genetics
PPM1G	0.95	tau fly genetic screen	0	TRUE	protein	146	8.72445316983648e-05	9	nucleus	cellular process	cell cycle	binding	protein binding	1	0.03	NA	NA	NA	NA	NA	NA	tau fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	cell cycle	drosophila genetics
PPP1CC	0.95	tau fly genetic screen	0	TRUE	protein	318	0.000997481570468071	10	nucleus	cellular process	cellular developmental process	binding	protein binding	1	0.15	NA	NA	NA	NA	0.294875217144268	NA	tau fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	-0.5	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	drosophila genetics
PPP1R10	0.95	tau fly genetic screen	0	TRUE	protein	46	5.56596997470295e-05	10	nucleus	biological regulation	nonspecific function	binding	protein binding	1	0.04	NA	NA	NA	NA	NA	NA	tau fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	-1	no characterized pathway	drosophila genetics
PPP1R2	0.95	tau fly genetic screen	0	TRUE	protein	36	6.51837589522168e-06	11	nucleus	metabolic process	cellular metabolic process	molecular function regulator	enzyme regulator	1	0.11	NA	-0.339341207382039	-0.30184259515288	NA	NA	NA	tau fly genetic screen	0	24	0	0	0	0	0	-5.719881661	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0.5	no characterized pathway	drosophila genetics
PPP2R5E	0.95	fly genetic screen	0	TRUE	protein	67	4.44386022527305e-05	0	cytoplasm	biological regulation	nonspecific function	binding	protein binding	1	0.03	NA	NA	NA	NA	NA	NA	fly genetic screen	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	AMER1 mutants destabilize the destruction complex	drosophila genetics
PPP3CA	0		NA	FALSE	protein	93	0.000165539659952491	3	nucleus	cellular process	cellular response to stimulus	binding	protein binding	0.47	0.09	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Calcineurin activates NFAT	steiner node
PPP3R1	0.95	tau fly genetic screen	0	TRUE	protein	52	6.43196459832163e-05	3	nucleus	cellular process	cell communication	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	tau fly genetic screen	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	-1	Calcineurin activates NFAT	drosophila genetics
PPP4C	0.95	fly genetic screen	0	TRUE	protein	72	0.000401138864253355	0	cytoskeleton	biological regulation	nonspecific function	catalytic	hydrolase	1	0.13	NA	NA	NA	NA	NA	NA	fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	DNA Double-Strand Break Repair	drosophila genetics
PPT1	0.95	tau fly genetic screen	0.146328322846385	TRUE	protein	22	1.31746061745581e-05	12	vesicle	cellular process	cellular component organization	catalytic	hydrolase	1	0.03	NA	NA	NA	NA	NA	NA	tau fly genetic screen	5	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Fatty acid metabolism	drosophila genetics
